YEAR,PREVIOUS_YEAR,TOSP_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2020,2019,SI803C,"Cervix, Cervical Intraepithelial Neoplasia, Cone Biopsy with/without laser",3A,"Female reproductive tract, removal of pre-cancerous tissue from cervix with or without laser",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,167","1,193","1,254",694,849,861,-,-,-,-,-,-,-,-,-,-,-,-,314,333,429
2020,2019,SI803U,"Uterus, Benign Conditions, Total Hysterectomy with/without Salpingo-Oophorectomy",4A,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes for non-cancerous growth",Private Hospitals/ Clinics,Inpatient,"19,866","21,736","25,247","13,867","15,927","18,209","7,276","8,560","10,486","1,800","2,000","2,500","4,160","5,081","5,993",n/a,n/a,n/a,"4,691","5,646","7,179"
2020,2019,SI803U,"Uterus, Benign Conditions, Total Hysterectomy with/without Salpingo-Oophorectomy",4A,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes for non-cancerous growth",Public Hospitals/ Centres (Unsubsidised),Ward A,"9,723","11,191","12,385","5,282","5,513","5,742",-,-,-,-,-,-,-,-,-,-,-,-,"4,506","5,551","6,643"
2020,2019,SI803U,"Uterus, Benign Conditions, Total Hysterectomy with/without Salpingo-Oophorectomy",4A,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes for non-cancerous growth",Public Hospitals/ Centres (Unsubsidised),Ward B1,"8,843","9,589","10,411","4,824","4,908","4,951",-,-,-,-,-,-,-,-,-,-,-,-,"3,961","4,655","5,405"
2020,2019,SI803U,"Uterus, Benign Conditions, Total Hysterectomy with/without Salpingo-Oophorectomy",4A,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes for non-cancerous growth",Public Hospitals/ Centres (Subsidised),Ward B2+,"4,564","5,301","5,986","2,269","2,295","2,316",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,314","3,085","3,706"
2020,2019,SI803U,"Uterus, Benign Conditions, Total Hysterectomy with/without Salpingo-Oophorectomy",4A,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes for non-cancerous growth",Public Hospitals/ Centres (Subsidised),Ward B2,"2,982","3,465","3,967","1,365","1,589","1,607",-,-,-,-,-,-,-,-,-,-,-,-,"1,514","1,887","2,345"
2020,2019,SI803U,"Uterus, Benign Conditions, Total Hysterectomy with/without Salpingo-Oophorectomy",4A,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes for non-cancerous growth",Public Hospitals/ Centres (Subsidised),Ward C,"2,209","2,716","3,085",902,921,937,-,-,-,-,-,-,-,-,-,-,-,-,"1,384","1,824","2,165"
2020,2019,SI804U,"Uterus, Broad Ligament Tumor, Hysterectomy",5C,"Female reproductive tract, removal of uterus for non-cancerous growth",Private Hospitals/ Clinics,Inpatient,"23,013","27,787","31,078","16,721","19,411","22,263","9,630","10,700","11,770","2,300","2,600","3,000","4,724","6,318","7,660",-,-,-,"5,509","7,604","9,583"
2020,2019,SI805C,"Cervix, Polyp, Excision/Erosion (complicated) includes D&C with Biopsy",2B,"Female reproductive tract, removal of growth (complex)",Private Hospitals/ Clinics,Day Surgery,"3,441","3,980","4,957","2,768","3,280","4,255","1,070","1,360","2,622",400,500,675,934,"1,280","1,428",-,-,-,641,706,829
2020,2019,SI806C,"Cervix, Polyp, Excision/Erosion (simple) with Biopsy",1B,"Female reproductive tract, removal of growth (simple)",Private Hospitals/ Clinics,Clinics,650,850,"1,124",268,420,589,268,420,589,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,321,482,548
2020,2019,SI806O,"Ovary, Tumor/Cyst, Oophorectomy/Salpingo-Oophorectomy (complicated)",4A,"Female reproductive tract, removal of ovaries and/or Fallopian tubes (complicated)",Private Hospitals/ Clinics,Inpatient,"17,175","20,754","22,711","12,799","15,512","17,838","6,474","8,560","9,869","1,744","2,140","2,500","3,646","4,832","6,433",-,-,-,"3,059","4,929","6,777"
2020,2019,SI806O,"Ovary, Tumor/Cyst, Oophorectomy/Salpingo-Oophorectomy (complicated)",4A,"Female reproductive tract, removal of ovaries and/or Fallopian tubes (complicated)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"7,706","8,841","9,966","4,598","4,895","5,071",-,-,-,-,-,-,-,-,-,-,-,-,"2,540","4,083","4,966"
2020,2019,SI806O,"Ovary, Tumor/Cyst, Oophorectomy/Salpingo-Oophorectomy (complicated)",4A,"Female reproductive tract, removal of ovaries and/or Fallopian tubes (complicated)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,449","3,035","3,946",968,"1,365","1,525",-,-,-,-,-,-,-,-,-,-,-,-,"1,174","1,703","2,450"
2020,2019,SI810C,"Cervix, Various Lesions, Colposcopy and Biopsy",1C,"Female reproductive tract, scope of the cervix with removal of tissue",Private Hospitals/ Clinics,Day Surgery,"1,077","1,351","1,783",844,969,"1,236",535,642,856,n/a,n/a,n/a,309,312,323,-,-,-,216,336,540
2020,2019,SI810C,"Cervix, Various Lesions, Colposcopy and Biopsy",1C,"Female reproductive tract, scope of the cervix with removal of tissue",Private Hospitals/ Clinics,Clinics,750,912,"1,251",450,478,700,450,450,675,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,300,388,567
2020,2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Private Hospitals/ Clinics,Inpatient,"20,111","25,867","29,056","15,528","18,811","22,037","7,918","10,000","12,420","1,731","2,381","2,675","3,970","5,821","7,315",-,-,-,"4,671","6,711","8,273"
2020,2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Public Hospitals/ Centres (Unsubsidised),Ward A,"14,670","16,181","17,367","9,810","10,141","10,399",-,-,-,-,-,-,-,-,-,-,-,-,"4,457","6,100","7,348"
2020,2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Public Hospitals/ Centres (Unsubsidised),Ward B1,"12,525","13,168","13,928","8,591","9,188","9,359",-,-,-,-,-,-,-,-,-,-,-,-,"3,436","4,121","5,129"
2020,2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Public Hospitals/ Centres (Subsidised),Ward B2,"2,784","4,650","5,386","1,365","2,600","2,620",-,-,-,-,-,-,-,-,-,-,-,-,"1,417","2,051","2,737"
2020,2019,SI815U,"Uterus, Fibroids, Myomectomy (complicated) (>5cm)",5A,"Female reproductive tract, removal of fibroids and muscle from uterus (keyhole surgery) (complicated) (>5cm)",Private Hospitals/ Clinics,Inpatient,"17,740","20,724","25,458","13,213","15,549","17,916","6,634","8,560","10,058","1,875","2,140","2,500","3,541","4,767","5,834",n/a,n/a,n/a,"3,926","5,478","7,616"
2020,2019,SI815U,"Uterus, Fibroids, Myomectomy (complicated) (>5cm)",5A,"Female reproductive tract, removal of fibroids and muscle from uterus (keyhole surgery) (complicated) (>5cm)",Public Hospitals/ Centres (Unsubsidised),Ward A,"11,778","12,532","13,460","7,600","7,898","8,026",-,-,-,-,-,-,-,-,-,-,-,-,"4,193","4,796","5,649"
2020,2019,SI815U,"Uterus, Fibroids, Myomectomy (complicated) (>5cm)",5A,"Female reproductive tract, removal of fibroids and muscle from uterus (keyhole surgery) (complicated) (>5cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"10,361","10,869","11,383","6,551","6,840","7,223",-,-,-,-,-,-,-,-,-,-,-,-,"3,453","3,941","4,674"
2020,2019,SI817U,"Uterus, Genetic Abnormality, Ultrasound Guided Chorionic Biopsy",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy (using ultrasound guided biopsy)",Private Hospitals/ Clinics,Day Surgery,"2,236","2,455","3,744","1,274","1,344","1,406",950,"1,020","1,020",-,-,-,324,324,386,-,-,-,903,"1,079","2,440"
2020,2019,SI817U,"Uterus, Genetic Abnormality, Ultrasound Guided Chorionic Biopsy",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy (using ultrasound guided biopsy)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,350","1,624","1,816",546,591,591,-,-,-,-,-,-,-,-,-,-,-,-,735,"1,033","1,270"
2020,2019,SI818U,"Uterus, Genetic Abnormality/Fetal Maturity, with/without Ultrasound Guided Amniocentesis",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy",Private Hospitals/ Clinics,Day Surgery,"1,675","2,027","3,385",856,"1,097","1,150",505,920,920,n/a,n/a,n/a,177,340,351,-,-,-,570,898,"2,289"
2020,2019,SI818U,"Uterus, Genetic Abnormality/Fetal Maturity, with/without Ultrasound Guided Amniocentesis",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,320","1,588","2,048",482,556,587,-,-,-,-,-,-,-,-,-,-,-,-,734,"1,002","1,506"
2020,2019,SI818U,"Uterus, Genetic Abnormality/Fetal Maturity, with/without Ultrasound Guided Amniocentesis",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),562,650,806,213,213,213,-,-,-,-,-,-,-,-,-,-,-,-,349,436,592
2020,2019,SI819U,"Uterus, Gravid, Evacuation (complicated)",2B,"Female reproductive tract, abortion (complex)",Private Hospitals/ Clinics,Inpatient,"5,909","6,950","8,492","4,049","4,654","5,113","1,884","2,301","2,675",535,642,750,"1,255","1,456","2,161",n/a,n/a,n/a,"1,681","2,215","3,406"
2020,2019,SI819U,"Uterus, Gravid, Evacuation (complicated)",2B,"Female reproductive tract, abortion (complex)",Private Hospitals/ Clinics,Day Surgery,"3,996","4,936","5,453","3,336","4,067","4,794","1,605","1,965","2,782",500,600,800,930,"1,134","1,443",0,0,36,550,815,"1,027"
2020,2019,SI819U,"Uterus, Gravid, Evacuation (complicated)",2B,"Female reproductive tract, abortion (complex)",Private Hospitals/ Clinics,Clinics,"1,800","2,583","3,100","1,284","1,706","2,322","1,183","1,498","2,283",0,0,234,n/a,n/a,n/a,-,-,-,300,321,"1,285"
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Private Hospitals/ Clinics,Inpatient,"5,098","6,139","7,144","3,358","3,890","4,484","1,605","2,129","2,675",428,500,642,"1,048","1,277","1,492",n/a,n/a,n/a,"1,466","2,002","2,935"
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Private Hospitals/ Clinics,Day Surgery,"3,094","3,535","4,276","2,606","2,993","3,522","1,177","1,605","1,926",428,485,535,871,983,"1,128",0,0,0,416,531,762
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,015","3,304","3,900","1,607","1,730","1,785",-,-,-,-,-,-,-,-,-,-,-,-,"1,357","1,633","2,177"
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,199","2,611","3,305","1,174","1,472","1,515",-,-,-,-,-,-,-,-,-,-,-,-,927,"1,179","1,799"
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,837","1,965","2,024","1,345","1,504","1,540",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,437,494,642
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Private Hospitals/ Clinics,Clinics,"1,010","1,700","1,950",600,"1,145","1,300",600,922,"1,200",0,0,234,0,0,0,n/a,n/a,n/a,300,321,794
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Subsidised),Ward B2+,"1,360","1,503","1,850",751,776,776,-,-,-,-,-,-,-,-,-,-,-,-,584,747,"1,074"
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,896,997,"1,170",277,527,545,-,-,-,-,-,-,-,-,-,-,-,-,409,538,785
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Subsidised),Ward C,629,722,928,302,308,312,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,326,437,617
2020,2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),589,625,672,424,440,442,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,165,216,266
2020,2019,SI823V,"Vulva, Bartholin Cyst, Incision/Marsupialization with or without use of Laser",1B,"Female reproductive tract, removal of cyst in vulva",Private Hospitals/ Clinics,Day Surgery,"3,040","4,193","4,508","2,458","3,185","3,810","1,070","1,712","2,140",428,500,642,807,915,"1,324",-,-,-,590,699,899
2020,2019,SI823V,"Vulva, Bartholin Cyst, Incision/Marsupialization with or without use of Laser",1B,"Female reproductive tract, removal of cyst in vulva",Public Hospitals/ Centres (Subsidised),Ward C,654,715,815,256,262,262,-,-,-,-,-,-,-,-,-,-,-,-,399,456,553
2020,2019,SI825U,"Uterus, Malignant Condition, Extended Hysterectomy with/without lymphadenectomy",5C,"Female reproductive tract, removal of uterus and surroundings for cancerous growth",Public Hospitals/ Centres (Subsidised),Ward B2,"3,861","7,436","9,133","1,365","2,710","2,760",-,-,-,-,-,-,-,-,-,-,-,-,"2,496","4,774","5,139"
2020,2019,SI825U,"Uterus, Malignant Condition, Extended Hysterectomy with/without lymphadenectomy",5C,"Female reproductive tract, removal of uterus and surroundings for cancerous growth",Public Hospitals/ Centres (Subsidised),Ward C,"4,538","5,442","6,151","1,512","1,559","1,568",-,-,-,-,-,-,-,-,-,-,-,-,"3,153","3,883","4,671"
2020,2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Private Hospitals/ Clinics,Inpatient,"11,060","13,353","15,061","8,005","9,078","10,140","3,852","4,815","5,601","1,100","1,284","1,500","2,398","3,040","3,596",-,-,-,"2,772","3,914","4,850"
2020,2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Unsubsidised),Ward A,"8,201","9,252","10,170","4,427","4,834","5,215",-,-,-,-,-,-,-,-,-,0,377,377,"3,527","4,094","4,819"
2020,2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Unsubsidised),Ward B1,"7,462","8,235","8,650","4,478","4,626","4,862",-,-,-,-,-,-,-,-,-,360,377,377,"2,652","2,996","3,517"
2020,2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Subsidised),Ward B2+,"4,100","4,474","4,930","2,081","2,204","2,326",-,-,-,-,-,-,-,-,-,177,177,177,"1,703","1,975","2,369"
2020,2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Subsidised),Ward B2,"2,595","2,987","3,383","1,365","1,400","1,527",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,131","1,413","2,306"
2020,2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Subsidised),Ward C,"1,685","1,987","2,771",786,845,916,-,-,-,-,-,-,-,-,-,71,71,71,831,"1,118","1,823"
2020,2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Private Hospitals/ Clinics,Inpatient,"7,450","9,163","10,614","4,805","5,982","6,961","2,675","3,210","3,998",722,803,910,"1,358","1,785","2,531",-,-,-,"2,259","2,991","3,999"
2020,2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,485","6,101","6,733","1,846","1,926","2,050",-,-,-,-,-,-,-,-,-,-,-,-,"3,545","4,066","4,765"
2020,2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"4,107","4,524","5,180","1,483","1,590","1,975",-,-,-,-,-,-,-,-,-,-,-,-,"2,508","2,843","3,395"
2020,2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Subsidised),Ward B2+,"2,917","3,358","3,914","1,037","1,215","1,355",-,-,-,-,-,-,-,-,-,-,-,-,"1,838","2,031","2,604"
2020,2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,351","2,177","2,542",250,968,968,-,-,-,-,-,-,-,-,-,-,-,-,921,"1,257","1,575"
2020,2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Subsidised),Ward C,"1,276","1,593","2,068",468,649,777,-,-,-,-,-,-,-,-,-,-,-,-,766,971,"1,305"
2020,2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Private Hospitals/ Clinics,Inpatient,"11,055","12,782","14,982","7,212","8,343","9,698","3,638","4,280","5,136","1,049","1,200","1,498","2,132","2,670","3,378",n/a,n/a,n/a,"3,427","4,281","5,298"
2020,2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,186","8,413","9,865","3,163","3,477","3,806",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,629","4,654","6,246"
2020,2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Unsubsidised),Ward B1,"6,123","7,201","8,245","3,192","3,524","3,784",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,536","3,446","4,706"
2020,2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Subsidised),Ward B2+,"3,820","4,453","5,552","1,735","1,860","1,987",-,-,-,-,-,-,-,-,-,-,-,-,"1,882","2,541","3,746"
2020,2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Subsidised),Ward B2,"1,672","2,536","3,503",250,"1,172","1,365",-,-,-,-,-,-,-,-,-,-,-,-,"1,169","1,547","2,298"
2020,2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Subsidised),Ward C,"1,747","2,261","2,864",661,721,780,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,096","1,543","2,131"
2020,2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Private Hospitals/ Clinics,Inpatient,"6,912","8,456","9,913","4,011","4,979","5,940","2,247","2,675","3,260",0,800,910,"1,234","1,522","2,169",n/a,n/a,n/a,"2,485","3,378","4,318"
2020,2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Unsubsidised),Ward A,"4,354","5,016","5,588","1,486","1,700","1,843",-,-,-,-,-,-,-,-,-,-,-,-,"2,726","3,343","3,900"
2020,2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Unsubsidised),Ward B1,"3,168","3,730","4,146","1,219","1,366","1,483",-,-,-,-,-,-,-,-,-,-,-,-,"1,809","2,373","2,717"
2020,2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Subsidised),Ward B2+,"2,087","2,576","3,026",687,857,"1,053",-,-,-,-,-,-,-,-,-,-,-,-,"1,334","1,698","2,036"
2020,2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Subsidised),Ward B2,"1,098","1,404","1,880",250,482,622,-,-,-,-,-,-,-,-,-,-,-,-,756,954,"1,246"
2020,2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Subsidised),Ward C,937,"1,204","1,507",362,473,593,-,-,-,-,-,-,-,-,-,-,-,-,539,729,951
2020,2019,SI842U,"Uterus, Various Lesions, Curettage with Colposcopy/Biopsy/Diathermy/ Cryosurgery/Laser Therapy of Cervix",2C,"Female reproductive tract, removal of tissue of uterus with scope",Private Hospitals/ Clinics,Day Surgery,"4,444","4,969","5,648","3,510","4,099","4,730","1,605","1,925","2,675",361,535,642,"1,150","1,626","1,929",n/a,n/a,n/a,691,824,964
2020,2019,SI843U,"Uterus, Various Lesions, Curettage with/without Dilatation",2A,"Female reproductive tract, removal of tissue of uterus",Private Hospitals/ Clinics,Inpatient,"4,665","5,296","7,262","3,104","3,779","4,420","1,500","2,000","2,568",450,535,700,898,"1,157","1,437",n/a,n/a,n/a,"1,247","1,644","2,381"
2020,2019,SI843U,"Uterus, Various Lesions, Curettage with/without Dilatation",2A,"Female reproductive tract, removal of tissue of uterus",Private Hospitals/ Clinics,Day Surgery,"3,292","3,950","4,500","2,813","3,271","3,679","1,391","1,800","2,140",428,500,550,785,921,"1,182",n/a,n/a,n/a,466,667,873
2020,2019,SI843U,"Uterus, Various Lesions, Curettage with/without Dilatation",2A,"Female reproductive tract, removal of tissue of uterus",Private Hospitals/ Clinics,Clinics,"1,421","1,801","1,965",621,"1,484","1,613",600,"1,433","1,596",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,300,300,510
2020,2019,SJ701T,"Thyroid, Various Lesions, Imaging Guided Percutaneous Aspiration / Biopsy",1B,"Neck, removal of thyroid gland tissue with needle",Private Hospitals/ Clinics,Clinics,947,"1,370","1,723",375,535,"1,552",375,535,"1,552",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,171,444,626
2020,2019,SJ701T,"Thyroid, Various Lesions, Imaging Guided Percutaneous Aspiration / Biopsy",1B,"Neck, removal of thyroid gland tissue with needle",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),842,992,"1,342",513,544,650,-,-,-,-,-,-,-,-,-,-,-,-,303,455,692
2020,2019,SJ701T,"Thyroid, Various Lesions, Imaging Guided Percutaneous Aspiration / Biopsy",1B,"Neck, removal of thyroid gland tissue with needle",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),313,361,438,159,176,193,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,155,197,247
2020,2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Private Hospitals/ Clinics,Inpatient,"17,588","20,539","23,833","12,732","15,354","17,290","5,564","7,652","8,560","1,292","1,900","2,140","4,745","5,842","7,541",n/a,n/a,n/a,"4,121","5,574","6,846"
2020,2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Unsubsidised),Ward A,"6,659","7,629","8,581","3,333","3,945","4,213",-,-,-,-,-,-,-,-,-,-,-,-,"2,825","3,795","4,511"
2020,2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Unsubsidised),Ward B1,"5,978","6,974","8,298","2,850","4,292","4,836",-,-,-,-,-,-,-,-,-,-,-,-,"2,451","3,230","3,973"
2020,2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Subsidised),Ward B2,"1,932","2,320","2,574",850,968,"1,365",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,877,"1,181","1,549"
2020,2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Subsidised),Ward C,"1,442","1,590","1,890",486,561,780,-,-,-,-,-,-,-,-,-,-,-,-,706,"1,001","1,336"
2020,2019,SJ803T,"Thyroid, Various Lesions, Total/Subtotal Thyroidectomy",5C,"Neck, total or near complete removal of thyroid gland",Private Hospitals/ Clinics,Inpatient,"23,814","27,348","31,227","17,344","20,100","22,058","8,560","10,700","12,840","2,000","2,675","3,125","4,775","6,275","7,329",-,-,-,"5,219","6,613","8,890"
2020,2019,SJ803T,"Thyroid, Various Lesions, Total/Subtotal Thyroidectomy",5C,"Neck, total or near complete removal of thyroid gland",Public Hospitals/ Centres (Unsubsidised),Ward A,"11,010","13,107","15,968","5,957","7,936","10,304",-,-,-,-,-,-,-,-,-,-,-,-,"4,558","5,310","6,341"
