YEAR,TOPS_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2019,SI803U,"Uterus, Benign Conditions, Total Hysterectomy with/without Salpingo-Oophorectomy",4A,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes for non-cancerous growth",Public Hospitals/ Centres (Subsidised),Ward C,"2,093","2,524","3,053",897,919,936,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,196","1,600","2,136"
2019,SI804U,"Uterus, Broad Ligament Tumor, Hysterectomy",5C,"Female reproductive tract, removal of uterus for non-cancerous growth",Private Hospitals/ Clinics,Inpatient,"18,754","24,592","28,852","13,749","17,594","21,775","7,811","9,630","12,000","1,800","2,150","2,800","3,535","5,695","7,034",-,-,-,"4,659","5,859","8,463"
2019,SI805C,"Cervix, Polyp, Excision/Erosion (complicated) includes D&C with Biopsy",2B,"Female reproductive tract, removal of growth (complex)",Private Hospitals/ Clinics,Day Surgery,"3,808","4,410","6,034","3,086","3,629","5,529","1,605","2,140","3,210",400,500,750,803,"1,016","1,296",-,-,-,544,706,896
2019,SI806C,"Cervix, Polyp, Excision/Erosion (simple) with Biopsy",1B,"Female reproductive tract, removal of growth (simple)",Private Hospitals/ Clinics,Clinics,610,792,"1,027",214,336,550,214,336,550,-,-,-,-,-,-,-,-,-,332,414,492
2019,SI806O,"Ovary, Tumor/Cyst, Oophorectomy/Salpingo-Oophorectomy (complicated)",4A,"Female reproductive tract, removal of ovaries and/or Fallopian tubes (complicated)",Private Hospitals/ Clinics,Inpatient,"15,789","19,811","23,858","12,242","14,560","17,418","6,420","8,282","10,700","1,605","2,000","2,600","2,791","4,174","5,720",-,-,-,"3,138","4,603","6,538"
2019,SI806O,"Ovary, Tumor/Cyst, Oophorectomy/Salpingo-Oophorectomy (complicated)",4A,"Female reproductive tract, removal of ovaries and/or Fallopian tubes (complicated)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,498","9,461","11,502","4,034","5,244","5,585",-,-,-,-,-,-,-,-,-,-,-,-,"3,121","4,109","6,029"
2019,SI806O,"Ovary, Tumor/Cyst, Oophorectomy/Salpingo-Oophorectomy (complicated)",4A,"Female reproductive tract, removal of ovaries and/or Fallopian tubes (complicated)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,599","3,262","4,544","1,287","1,365","1,613",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,348","1,821","2,903"
2019,SI810C,"Cervix, Various Lesions, Colposcopy and Biopsy",1C,"Female reproductive tract, scope of the cervic with removal of tissue",Private Hospitals/ Clinics,Clinics,738,781,"1,124",407,450,650,400,450,482,n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,278,300,515
2019,SI810C,"Cervix, Various Lesions, Colposcopy and Biopsy",1C,"Female reproductive tract, scope of the cervic with removal of tissue",Private Hospitals/ Clinics,Day Surgery,"1,022","1,236","2,531",793,855,"1,895",482,546,"1,070",n/a,n/a,n/a,303,309,320,-,-,-,205,280,513
2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Private Hospitals/ Clinics,Inpatient,"18,930","23,569","30,535","13,900","17,135","22,233","6,955","10,000","12,840","1,500","2,225","3,000","4,247","5,766","7,216",-,-,-,"4,589","6,063","8,004"
2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Public Hospitals/ Centres (Unsubsidised),Ward A,"14,727","15,515","16,413","9,632","9,811","10,105",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"5,083","5,523","6,732"
2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Public Hospitals/ Centres (Unsubsidised),Ward B1,"12,208","12,681","13,878","8,409","8,830","8,830",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,556","3,900","4,951"
2019,SI812U,"Uterus, Endometriosis, Hysterectomy with/without Salpingo-Oophorectomy",5C,"Female reproductive tract, removal of uterus and/or ovaries and Fallopian tubes to remove uterus tissue growth outside the uterus",Public Hospitals/ Centres (Subsidised),Ward B2,"3,300","4,317","5,981","1,287","2,509","2,633",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,488","2,373","3,030"
2019,SI815U,"Uterus, Fibroids, Myomectomy (complicated) (>5cm)",5A,"Female reproductive tract, removal of fibroids and muscle from uterus (keyhole surgery) (complicated) (>5cm)",Private Hospitals/ Clinics,Inpatient,"17,708","20,667","24,094","12,375","15,214","17,807","6,420","8,560","10,672","1,500","2,000","2,500","3,817","4,654","5,678",n/a,n/a,n/a,"4,005","5,281","6,735"
2019,SI815U,"Uterus, Fibroids, Myomectomy (complicated) (>5cm)",5A,"Female reproductive tract, removal of fibroids and muscle from uterus (keyhole surgery) (complicated) (>5cm)",Public Hospitals/ Centres (Unsubsidised),Ward A,"11,919","12,885","13,725","7,464","7,799","7,946",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"4,278","5,219","5,852"
2019,SI815U,"Uterus, Fibroids, Myomectomy (complicated) (>5cm)",5A,"Female reproductive tract, removal of fibroids and muscle from uterus (keyhole surgery) (complicated) (>5cm)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"10,150","10,876","11,773","6,540","6,747","6,814",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,565","4,110","4,924"
2019,SI815U,"Uterus, Fibroids, Myomectomy (complicated) (>5cm)",5A,"Female reproductive tract, removal of fibroids and muscle from uterus (keyhole surgery) (complicated) (>5cm)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,327","2,937","4,027","1,287","1,287","2,128",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,147","1,668","2,078"
2019,SI818U,"Uterus, Genetic Abnormality/Fetal Maturity, with/without Ultrasound Guided Amniocentesis",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy",Private Hospitals/ Clinics,Day Surgery,"1,573","1,894","3,064",997,"1,097","1,271",720,920,920,-,-,-,177,231,351,-,-,-,570,850,"1,184"
2019,SI818U,"Uterus, Genetic Abnormality/Fetal Maturity, with/without Ultrasound Guided Amniocentesis",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,320","1,470","1,753",482,587,587,-,-,-,-,-,-,-,-,-,-,-,-,734,965,"1,166"
2019,SI818U,"Uterus, Genetic Abnormality/Fetal Maturity, with/without Ultrasound Guided Amniocentesis",1C,"Female reproductive tract, testing for genetic diseases of foetus during pregnancy",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),562,643,730,213,213,213,-,-,-,-,-,-,-,-,-,-,-,-,349,433,530
2019,SI819U,"Uterus, Gravid, Evacuation (complicated)",2B,"Female reproductive tract, abortion (complex)",Private Hospitals/ Clinics,Clinics,"1,626","2,423","2,920","1,150","1,653","2,139","1,112","1,454","2,054",0,0,187,n/a,n/a,n/a,-,-,-,300,598,823
2019,SI819U,"Uterus, Gravid, Evacuation (complicated)",2B,"Female reproductive tract, abortion (complex)",Private Hospitals/ Clinics,Day Surgery,"3,652","4,247","5,019","3,148","3,634","4,151","1,605","1,605","2,140",500,600,642,835,"1,057","1,342",n/a,n/a,n/a,466,570,857
2019,SI819U,"Uterus, Gravid, Evacuation (complicated)",2B,"Female reproductive tract, abortion (complex)",Private Hospitals/ Clinics,Inpatient,"5,216","6,658","7,809","3,552","4,179","4,930","1,605","2,140","2,675",500,600,700,"1,173","1,437","1,817",n/a,n/a,n/a,"1,667","2,309","2,755"
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Private Hospitals/ Clinics,Clinics,"1,162","1,500","1,905",650,"1,100","1,372",637,"1,000","1,200",0,0,187,0,0,0,-,-,-,300,301,579
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Private Hospitals/ Clinics,Day Surgery,"2,946","3,400","4,110","2,468","2,908","3,446","1,177","1,575","1,926",400,450,500,845,950,"1,075",0,0,0,357,487,696
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Private Hospitals/ Clinics,Inpatient,"4,786","6,041","7,517","3,052","3,706","4,544","1,605","2,067","2,675",400,500,620,914,"1,184","1,414",n/a,n/a,n/a,"1,312","2,014","2,978"
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,871","2,024","2,077","1,305","1,511","1,556",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,476,532,615
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),603,666,681,378,442,442,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,225,232,272
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"3,020","3,425","4,361","1,157","1,678","1,765",-,-,-,-,-,-,-,-,-,-,-,-,"1,459","1,986","2,720"
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,250","2,745","3,635","1,174","1,472","1,531",-,-,-,-,-,-,-,-,-,-,-,-,940,"1,268","2,495"
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,940,"1,069","1,348",357,527,545,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,484,586,890
2019,SI820U,"Uterus, Gravid, Evacuation (simple/TOP)",2A,"Female reproductive tract, abortion (simple)",Public Hospitals/ Centres (Subsidised),Ward C,661,806,"1,050",302,312,312,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,360,517,771
2019,SI823V,"Vulva, Bartholin Cyst, Incision/Marsupialization with or without use of Laser",1B,"Female reproductive tract, removal of cyst in vulva",Private Hospitals/ Clinics,Day Surgery,"3,213","4,045","4,663","2,616","3,200","3,756","1,284","1,659","2,183",350,475,535,784,893,"1,168",-,-,-,525,754,966
2019,SI825U,"Uterus, Malignant Condition, Extended Hysterectomy with/without lymphadenectomy",5C,"Female reproductive tract, removal of uterus and surroundings for cancerous growth",Public Hospitals/ Centres (Subsidised),Ward B2,"4,412","7,585","9,398","1,287","2,688","2,751",-,-,-,-,-,-,-,-,-,-,-,-,"3,125","4,825","5,791"
2019,SI825U,"Uterus, Malignant Condition, Extended Hysterectomy with/without lymphadenectomy",5C,"Female reproductive tract, removal of uterus and surroundings for cancerous growth",Public Hospitals/ Centres (Subsidised),Ward C,"4,922","6,128","7,068","1,534","1,556","1,568",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,412","4,570","5,478"
2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Private Hospitals/ Clinics,Inpatient,"10,170","12,161","15,099","7,187","8,399","10,401","3,852","4,469","5,633","1,000","1,177","1,391","2,221","2,823","3,423",-,-,-,"2,721","3,745","4,796"
2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Unsubsidised),Ward A,"8,822","9,412","10,792","4,595","4,821","5,043",-,-,-,-,-,-,-,-,-,0,377,465,"3,645","3,986","5,447"
2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Unsubsidised),Ward B1,"7,866","8,475","9,577","4,415","4,686","4,982",-,-,-,-,-,-,-,-,-,360,465,465,"2,802","3,119","4,254"
2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Subsidised),Ward B2,"2,662","3,360","3,934","1,287","1,424","1,522",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,274","1,482","2,306"
2019,SI832U,"Uterus, Pregnancy and Multiparity, Lower Segment/Classical Caesarean Section and Tubal Ligation",4B,"Female reproductive tract, Caesarean Section for multiple births with tying off of Fallopian tubes",Public Hospitals/ Centres (Subsidised),Ward C,"1,896","2,428","2,940",776,834,895,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,851,"1,162","1,694"
2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Private Hospitals/ Clinics,Inpatient,"6,883","8,531","10,107","4,467","5,528","6,532","2,500","2,996","3,745",680,750,800,"1,263","1,786","2,426",n/a,n/a,n/a,"2,153","2,848","3,765"
2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,447","5,917","6,673","1,865","2,003","2,173",-,-,-,-,-,-,-,-,-,-,-,-,"3,403","3,895","4,627"
2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"4,293","4,596","5,117","1,542","1,590","1,816",-,-,-,-,-,-,-,-,-,-,-,-,"2,502","2,896","3,470"
2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,625","2,180","2,566",350,914,"1,005",-,-,-,-,-,-,-,-,-,-,-,-,"1,099","1,286","1,607"
2019,SI833U,"Uterus, Pregnancy, Assisted Vaginal Delivery ± Twins ± Breech",3A,"Female reproductive tract, assisted normal birth (>1 baby, difficult positioning)",Public Hospitals/ Centres (Subsidised),Ward C,"1,192","1,523","1,930",503,629,736,-,-,-,-,-,-,-,-,-,-,-,-,670,873,"1,209"
2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Private Hospitals/ Clinics,Inpatient,"10,488","12,261","14,345","6,841","7,948","9,252","3,424","4,280","5,000",990,"1,070","1,370","1,969","2,518","3,189",n/a,n/a,n/a,"3,344","4,169","5,192"
2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,220","8,208","9,775","3,230","3,528","3,797",-,-,-,-,-,-,-,-,-,0,0,0,"3,644","4,440","6,205"
2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Unsubsidised),Ward B1,"6,270","7,300","8,590","3,277","3,527","3,771",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,626","3,346","5,037"
2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Subsidised),Ward B2,"2,063","2,948","3,802",350,"1,230","1,290",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,273","1,758","2,584"
2019,SI834U,"Uterus, Pregnancy, Caesarean Section (classical/lower segment)",4A,"Female reproductive tract, Caesarean section birth",Public Hospitals/ Centres (Subsidised),Ward C,"1,729","2,228","2,890",653,723,765,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,041","1,507","2,177"
2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Private Hospitals/ Clinics,Inpatient,"6,474","7,909","9,293","3,719","4,646","5,542","2,033","2,568","2,996",0,725,800,"1,164","1,497","2,064",-,-,-,"2,395","3,220","4,125"
2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Unsubsidised),Ward A,"4,231","4,968","5,562","1,482","1,687","1,878",-,-,-,-,-,-,-,-,-,-,-,-,"2,550","3,284","3,790"
2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Unsubsidised),Ward B1,"3,162","3,769","4,222","1,196","1,335","1,428",-,-,-,-,-,-,-,-,-,-,-,-,"1,795","2,402","2,825"
2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Subsidised),Ward B2,"1,126","1,462","1,992",350,559,734,-,-,-,-,-,-,-,-,-,-,-,-,718,909,"1,226"
2019,SI836U,"Uterus, Pregnancy, Vaginal Delivery (with or without episiotomy repair)",2B,"Female reproductive tract, normal birth",Public Hospitals/ Centres (Subsidised),Ward C,892,"1,143","1,447",362,473,577,-,-,-,-,-,-,-,-,-,-,-,-,501,669,869
2019,SI842U,"Uterus, Various Lesions, Curettage with Colposcopy/Biopsy/Diathermy/ Cryosurgery/Laser Therapy of Cervix",2C,"Female reproductive tract, removal of tissue of uterus with scope",Private Hospitals/ Clinics,Day Surgery,"4,297","4,740","5,662","3,650","3,989","4,926","1,605","1,825","2,889",361,500,625,"1,184","1,504","1,820",n/a,n/a,n/a,593,721,851
2019,SI842U,"Uterus, Various Lesions, Curettage with Colposcopy/Biopsy/Diathermy/ Cryosurgery/Laser Therapy of Cervix",2C,"Female reproductive tract, removal of tissue of uterus with scope",Private Hospitals/ Clinics,Inpatient,"6,379","6,862","7,998","4,481","5,020","5,638","2,515","3,000","3,623",n/a,n/a,n/a,"1,087","1,391","1,745",-,-,-,"1,397","2,026","2,283"
2019,SI843U,"Uterus, Various Lesions, Curettage with/without Dilatation",2A,"Female reproductive tract, removal of tissue of uterus",Private Hospitals/ Clinics,Clinics,"1,159","1,720","1,890",600,963,"1,515",600,900,"1,440",n/a,n/a,n/a,n/a,n/a,n/a,-,-,-,300,300,600
2019,SI843U,"Uterus, Various Lesions, Curettage with/without Dilatation",2A,"Female reproductive tract, removal of tissue of uterus",Private Hospitals/ Clinics,Day Surgery,"3,132","3,595","4,423","2,608","3,018","3,611","1,177","1,605","2,110",400,450,500,755,844,"1,136",n/a,n/a,n/a,428,551,763
2019,SI843U,"Uterus, Various Lesions, Curettage with/without Dilatation",2A,"Female reproductive tract, removal of tissue of uterus",Private Hospitals/ Clinics,Inpatient,"4,267","5,148","6,744","2,990","3,382","4,362","1,498","1,926","2,500",400,500,625,895,"1,092","1,371",n/a,n/a,n/a,"1,173","1,520","2,318"
2019,SJ701T,"Thyroid, Various Lesions, Imaging Guided Percutaneous Aspiration / Biopsy",1B,"Neck, removal of thyroid gland tissue with needle",Private Hospitals/ Clinics,Clinics,"1,033","1,370","1,980",535,600,"1,766",535,568,"1,572",-,-,-,n/a,n/a,n/a,-,-,-,210,409,658
2019,SJ701T,"Thyroid, Various Lesions, Imaging Guided Percutaneous Aspiration / Biopsy",1B,"Neck, removal of thyroid gland tissue with needle",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),810,946,"1,258",507,520,557,-,-,-,-,-,-,-,-,-,-,-,-,303,412,661
2019,SJ701T,"Thyroid, Various Lesions, Imaging Guided Percutaneous Aspiration / Biopsy",1B,"Neck, removal of thyroid gland tissue with needle",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),304,342,425,159,168,182,-,-,-,-,-,-,-,-,-,-,-,-,154,179,247
2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Private Hospitals/ Clinics,Inpatient,"17,581","20,944","24,168","13,170","16,131","17,894","6,420","7,600","9,630","1,500","1,875","2,140","4,618","5,529","7,261",n/a,n/a,n/a,"3,700","5,468","6,533"
2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Unsubsidised),Ward A,"6,543","7,534","8,457","3,051","3,766","4,417",-,-,-,-,-,-,-,-,-,-,-,-,"3,196","3,824","4,371"
2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Unsubsidised),Ward B1,"6,304","6,822","7,418","2,925","4,048","4,489",-,-,-,-,-,-,-,-,-,-,-,-,"2,499","2,783","3,392"
2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Subsidised),Ward B2,"1,815","2,219","2,573",850,899,"1,287",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,856,"1,107","1,584"
2019,SJ802T,"Thyroid, Various Lesions, Hemithyroidectomy/Partial Thyroidectomy",4A,"Neck, partial removal of thyroid gland",Public Hospitals/ Centres (Subsidised),Ward C,"1,350","1,567","1,894",510,547,735,-,-,-,-,-,-,-,-,-,-,-,-,694,"1,002","1,318"
2019,SJ803T,"Thyroid, Various Lesions, Total/Subtotal Thyroidectomy",5C,"Neck, total or near complete removal of thyroid gland",Private Hospitals/ Clinics,Inpatient,"19,340","24,422","31,214","13,178","17,885","21,333","6,634","9,844","11,770","1,604","2,140","2,750","4,440","5,344","7,658",n/a,n/a,n/a,"5,306","6,854","8,589"
2019,SJ803T,"Thyroid, Various Lesions, Total/Subtotal Thyroidectomy",5C,"Neck, total or near complete removal of thyroid gland",Public Hospitals/ Centres (Unsubsidised),Ward A,"10,205","11,848","13,215","5,706","6,737","7,770",-,-,-,-,-,-,-,-,-,-,-,-,"4,239","4,845","5,762"
2019,SJ803T,"Thyroid, Various Lesions, Total/Subtotal Thyroidectomy",5C,"Neck, total or near complete removal of thyroid gland",Public Hospitals/ Centres (Subsidised),Ward B2,"2,514","2,834","3,348","1,050","1,200","1,287",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,341","1,676","2,179"
2019,SJ803T,"Thyroid, Various Lesions, Total/Subtotal Thyroidectomy",5C,"Neck, total or near complete removal of thyroid gland",Public Hospitals/ Centres (Subsidised),Ward C,"1,839","2,135","2,708",561,663,735,-,-,-,-,-,-,-,-,-,-,-,-,"1,204","1,501","2,073"
2019,SK717N,"Nerve (Upper Limb), Carpal Tunnel Syndrome, Release (unilateral) (with Endoneurolysis)",3A,"Hand, carpal tunner release (one side) ",Private Hospitals/ Clinics,Day Surgery,"4,236","5,949","7,211","3,675","4,739","5,555","2,140","2,838","3,906",n/a,n/a,n/a,"1,093","1,354","1,860",-,-,-,507,836,"1,953"
2019,SK717N,"Nerve (Upper Limb), Carpal Tunnel Syndrome, Release (unilateral) (with Endoneurolysis)",3A,"Hand, carpal tunner release (one side) ",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,326","2,385","2,853","1,752","1,840","2,537",-,-,-,-,-,-,-,-,-,-,-,-,233,412,618
2019,SK717N,"Nerve (Upper Limb), Carpal Tunnel Syndrome, Release (unilateral) (with Endoneurolysis)",3A,"Hand, carpal tunner release (one side) ",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),704,817,874,596,606,711,-,-,-,-,-,-,-,-,-,-,-,-,98,124,272
2019,SL700R,"Retina, Laser retinopexy, complex (subretinal fluid, vitreous haemorrhage, multiple tears)",3B,"Eyes, laser treatment of the retina (complex)",Private Hospitals/ Clinics,Day Surgery,"2,979","3,526","4,051","2,777","3,380","3,809","2,452","3,076","3,280",n/a,n/a,n/a,281,316,316,-,-,-,0,0,320
2019,SL700R,"Retina, Laser retinopexy, complex (subretinal fluid, vitreous haemorrhage, multiple tears)",3B,"Eyes, laser treatment of the retina (complex)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,965","2,061","2,130","1,913","1,956","1,956",-,-,-,-,-,-,-,-,-,-,-,-,89,122,164
2019,SL700R,"Retina, Laser retinopexy, complex (subretinal fluid, vitreous haemorrhage, multiple tears)",3B,"Eyes, laser treatment of the retina (complex)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),245,598,641,245,598,598,-,-,-,-,-,-,-,-,-,-,-,-,0,0,43
2019,SL700V,"Vitreous, Intravitreal Injections",1B,"Eyes, injection into eyeball",Private Hospitals/ Clinics,Clinics,886,"3,333","4,677",749,"2,059","3,745",742,"2,059","3,745",n/a,n/a,n/a,0,0,0,-,-,-,0,237,601
2019,SL700V,"Vitreous, Intravitreal Injections",1B,"Eyes, injection into eyeball",Private Hospitals/ Clinics,Day Surgery,"3,920","4,502","5,224","1,715","2,404","4,333","1,070","1,605","3,400",n/a,n/a,n/a,346,588,704,n/a,n/a,n/a,382,"1,876","2,343"
2019,SL700V,"Vitreous, Intravitreal Injections",1B,"Eyes, injection into eyeball",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),829,"1,474","1,854",330,605,"1,742",-,-,-,-,-,-,-,-,-,-,-,-,164,184,773
2019,SL700V,"Vitreous, Intravitreal Injections",1B,"Eyes, injection into eyeball",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),251,368,826,104,112,368,-,-,-,-,-,-,-,-,-,-,-,-,37,97,154
2019,SL701V,"Vitreous, Various Lesions, Complex Posterior Vitrectomy (PVR, GRT, trauma)",6B,"Eyes, removal of contents from back of eyeball (complex)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,409","2,628","2,996","1,050","1,050","1,050",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,359","1,574","1,961"
2019,SL704R,"Retina/Macula, Grid and focal laser photocoagulation",3A,"Eyes, laser treatment of part of the retina",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,637","1,664","1,698","1,518","1,573","1,664",-,-,-,-,-,-,-,-,-,-,-,-,0,0,180
2019,SL704R,"Retina/Macula, Grid and focal laser photocoagulation",3A,"Eyes, laser treatment of part of the retina",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),478,541,548,465,482,548,-,-,-,-,-,-,-,-,-,-,-,-,0,0,32
